Feature,Instance,X,Y,Weight
M,2903,2355.95,2544.1,0.4
M,2904,3394.04,1950.88,0.09
M,2905,1627.09,4496.1,0.03
M,2906,2870.75,3631.03,0.02
M,2907,2286.03,3068.51,0.09
M,2908,1101.77,877.05,0.1
M,2909,682.22,4856.04,0.02
M,2910,3996.01,4172.69,0.02
M,2911,3511.52,3422.38,0.02
M,2912,2538.28,4376.48,0.09
M,2913,2177.68,3792.28,0.04
M,2914,861.6,1264.26,0.15
M,2915,3231.83,3555.31,0.21
M,2916,1812.59,4224.74,0.29
M,2917,2387.73,2242.37,0.2
M,2918,405.51,4338.4,0.15
M,2919,1098.76,2661.01,0.2
M,2920,865.74,3126.39,0.11
M,2921,758.77,3422.19,0.13
M,2922,3229.63,521.27,0.14
M,2923,1473.86,555.86,0.08
M,2924,4225.85,4519.45,0.12
M,2925,3249.29,1148.93,0.2
M,2926,1457.08,4138.04,0.02
M,2927,1578.06,3095.53,0.25
M,2928,233.51,2030.88,0.07
M,2929,3520.93,1172.86,0.2
M,2930,260.75,3563.67,0.22
M,2931,1682.51,2129.79,0.07
M,2932,3719.05,3071.78,0.14
M,2933,2683.51,3646.02,0.2
M,2934,1243.3,43.66,0.08
M,2935,2663.0,1763.37,0.08
M,2936,4778.29,3021.22,0.05
M,2937,3990.3,869.61,0.2
M,2938,3413.92,89.33,0.11
M,2939,192.75,2017.0,0.22
M,2940,2902.62,1621.83,0.2
M,2941,4566.43,1342.14,0.1
M,2942,3014.96,2082.9,0.2
M,2943,2098.24,2674.56,0.46
M,2944,2646.68,4292.19,0.03
M,2945,2008.86,3374.63,0.12
M,2946,817.47,4925.9,0.29
M,2947,2400.25,2302.07,0.08
M,2948,1443.89,3628.98,0.03
M,2949,4703.14,157.85,0.31
M,2950,2837.77,2827.84,0.06
M,2951,4312.55,4182.19,0.12
M,2952,1856.45,1485.92,0.11
M,2953,1370.64,3435.86,0.09
M,2954,147.73,708.45,0.01
M,2955,4681.61,144.18,0.05
M,2956,1838.13,1503.92,0.04
M,2957,3270.24,3638.93,0.01
M,2958,3997.24,340.36,0.07
M,2959,4114.83,1636.15,0.03
M,2960,973.54,8.95,0.03
M,2961,999.34,1951.11,0.17
M,2962,3034.8,4288.37,0.03
M,2963,945.9,4852.4,0.02
M,2964,620.96,1688.24,0.14
M,2965,4425.73,4784.94,0.09
M,2966,386.19,34.9,0.26
M,2967,4179.24,74.78,0.05
M,2968,2309.27,384.24,0.2
M,2969,4485.69,1529.04,0.16
M,2970,712.26,3662.38,0.35
M,2971,2526.82,1938.23,0.5
M,2972,4610.58,1864.68,0.2
M,2973,1536.5,4313.55,0.43
M,2974,1655.66,3761.33,0.05
M,2975,3304.83,1103.53,0.11
M,2976,4514.15,3066.99,0.37
M,2977,4184.31,2828.81,0.16
M,2978,1828.5,2361.44,0.27
M,2979,1147.39,2568.08,0.03
M,2980,540.02,1518.24,0.11
M,2981,2814.9,3459.5,0.02
M,2982,1282.72,4896.67,0.05
M,2983,4757.99,1803.23,0.05
M,2984,2324.69,3195.46,0.07
M,2985,1329.65,3613.0,0.23
M,2986,854.67,2585.79,0.02
M,2987,923.89,2311.17,0.08
M,2988,2482.13,4061.11,0.12
M,2989,2340.53,1170.12,0.27
M,2990,2751.87,1632.35,0.02
M,2991,3196.74,1859.63,0.05
M,2992,3383.4,3322.2,0.07
M,2993,270.79,2319.19,0.15
M,2994,850.59,1350.42,0.12
M,2995,3246.28,4947.83,0.16
M,2996,4236.85,1917.62,0.35
M,2997,989.02,4194.02,0.14
M,2998,847.48,4067.33,0.12
M,2999,655.51,4713.92,0.02
M,3000,2106.69,4733.27,0.12
M,3001,1988.86,3460.2,0.24
M,3002,2431.67,4691.83,0.19
M,3003,248.86,1928.37,0.08
M,3004,2143.11,1873.14,0.25
M,3005,346.69,2767.39,0.02
M,3006,20.92,4977.27,0.11
M,3007,4816.21,3907.66,0.14
M,3008,3321.5,955.26,0.27
M,3009,76.09,2960.52,0.05
M,3010,4625.88,2438.8,0.05
M,3011,952.64,974.26,0.13
M,3012,4949.18,1381.83,0.1
M,3013,4376.15,3937.05,0.23
M,3014,1596.76,1729.86,0.28
M,3015,1463.69,3414.8,0.37
M,3016,3405.61,2626.61,0.26
M,3017,4063.43,3018.6,0.63
M,3018,4643.49,4736.54,0.2
M,3019,4427.96,3691.57,0.12
M,3020,3073.34,3342.42,0.23
M,3021,176.08,3977.45,0.5
M,3022,1003.74,478.89,0.02
M,3023,4926.91,4259.58,0.05
M,3024,2101.41,2081.36,0.09
M,3025,872.52,4892.22,0.19
M,3026,3991.23,2694.99,0.12
M,3027,88.04,4667.89,0.12
M,3028,3780.63,1014.6,0.08
M,3029,3511.01,1049.85,0.08
M,3030,315.69,1311.81,0.06
M,3031,331.6,413.24,0.09
M,3032,409.46,1931.88,0.2
M,3033,4361.78,2394.31,0.12
M,3034,913.84,1797.61,0.09
M,3035,4264.17,3584.96,0.03
M,3036,1527.3,1384.52,0.09
M,3037,4887.17,1283.45,0.08
M,3038,2262.71,1975.19,0.03
M,3039,4970.52,4470.29,0.03
M,3040,1454.91,116.57,0.04
M,3041,1835.65,4515.4,0.23
M,3042,857.35,1571.47,0.03
M,3043,4423.57,710.61,0.02
M,3044,2538.57,4395.53,0.02
M,3045,4237.96,3628.89,0.23
M,3046,1225.53,3378.11,0.01
M,3047,3375.88,1761.54,0.2
M,3048,3010.82,4762.84,0.03
M,3049,3567.99,4071.85,0.2
M,3050,1117.11,2532.61,0.07
M,3051,3345.73,303.8,0.51
M,3052,2817.19,2287.56,0.02
M,3053,3364.92,2606.71,0.03
M,3054,2807.82,3804.59,0.01
M,3055,2405.18,1805.44,0.01
M,3056,1044.08,4040.72,0.2
M,3057,4594.94,199.12,0.3
M,3058,4476.16,816.2,0.03
M,3059,4555.9,3837.99,0.04
M,3060,2508.31,3651.16,0.02
M,3061,4855.74,1518.31,0.28
M,3062,2559.65,635.28,0.06
M,3063,2359.43,3149.19,0.42
M,3064,3008.64,3125.64,0.09
M,3065,3272.63,2499.87,0.03
M,3066,3407.21,898.67,0.08
M,3067,3353.18,3922.31,0.17
M,3068,1770.83,1531.85,0.05
M,3069,1698.22,3569.79,0.2
M,3070,3206.55,1816.86,0.2
M,3071,2902.8,3733.98,0.05
M,3072,1990.35,2432.53,0.05
M,3073,2584.81,2184.8,0.23
M,3074,3783.18,3176.76,0.12
M,3075,2285.38,2194.62,0.29
M,3076,206.94,4729.99,0.12
M,3077,1563.54,2465.95,0.09
M,3078,2676.87,1827.42,0.13
M,3079,2744.15,2181.9,0.15
M,3080,4928.13,215.73,0.24
M,3081,4598.07,4682.18,0.05
M,3082,531.96,4905.31,0.13
M,3083,3398.23,145.4,0.02
M,3084,687.55,672.63,0.03
M,3085,3428.29,2944.31,0.08
M,3086,4117.98,986.11,0.1
M,3087,631.44,691.45,0.34
M,3088,748.37,1121.75,0.09
M,3089,4527.96,127.12,0.02
M,3090,3050.47,174.63,0.19
M,3091,4366.01,4831.88,0.2
M,3092,840.26,1078.01,0.2
M,3093,2292.93,3677.21,0.35
M,3094,4335.13,887.23,0.01
M,3095,1245.43,4943.41,0.18
M,3096,3787.7,4516.32,0.45
M,3097,3641.66,2990.82,0.04
M,3098,2218.79,3220.62,0.03
M,3099,3202.02,2085.05,0.07
M,3100,4034.29,2439.41,0.03
M,3101,1497.26,3110.55,0.07
M,3102,4748.47,4341.06,0.09
M,3103,3076.64,4220.84,0.2
M,3104,4098.55,872.08,0.24
M,3105,1717.58,1555.12,0.23
M,3106,2299.47,2617.03,0.02
M,3107,4131.43,4753.5,0.43
M,3108,849.72,4766.18,0.12
M,3109,3841.92,4453.95,0.16
M,3110,2612.38,4721.02,0.03
M,3111,810.27,4800.32,0.06
M,3112,4427.2,3484.88,0.19
M,3113,4156.61,4601.66,0.14
M,3114,2344.44,2640.62,0.14
M,3115,3472.66,2527.75,0.1
M,3116,2919.73,2442.91,0.06
M,3117,1092.83,611.06,0.22
M,3118,3677.37,1255.47,0.01
M,3119,83.41,1499.2,0.07
M,3120,3001.36,3072.09,0.12
M,3121,4578.66,3463.05,0.04
M,3122,4169.64,4690.32,0.08
M,3123,2643.94,1170.67,0.12
M,3124,384.89,3888.16,0.1
M,3125,2141.1,2452.61,0.1
M,3126,4378.7,3748.07,0.07
M,3127,4472.67,4313.28,0.03
M,3128,1629.14,1696.93,0.14
M,3129,3683.35,1263.59,0.04
M,3130,184.45,3474.98,0.39
M,3131,1876.4,1457.93,0.03
M,3132,2399.42,4189.83,0.05
M,3133,3635.39,4856.56,0.11
M,3134,1524.2,3520.37,0.02
M,3135,1076.13,4594.25,0.12
M,3136,4682.77,2342.72,0.01
M,3137,1452.59,4540.29,0.03
M,3138,142.36,2347.22,0.06
M,3139,630.68,4736.88,0.04
M,3140,840.93,2985.94,0.04
M,3141,4216.78,3456.28,0.35
M,3142,499.52,1020.05,0.51
M,3143,3149.05,4171.66,0.04
M,3144,2970.24,1779.55,0.08
M,3145,3981.92,1980.44,0.17
M,3146,2572.12,3819.82,0.03
M,3147,1314.74,4526.38,0.16
M,3148,1195.69,3120.73,0.13
M,3149,1063.63,4979.81,0.2
M,3150,1054.93,2787.38,0.18
M,3151,4646.47,1864.52,0.02
M,3152,2812.03,2546.85,0.15
M,3153,2769.84,2035.98,0.04
M,3154,2295.48,4932.38,0.09
M,3155,4170.92,4281.92,0.02
M,3156,1066.25,3946.47,0.06
M,3157,422.66,2198.52,0.09
M,3158,4258.21,3420.12,0.13
M,3159,958.42,1379.38,0.14
M,3160,1040.79,4463.73,0.1
M,3161,1886.32,4744.65,0.5
M,3162,4538.45,4095.69,0.2
M,3163,2022.13,862.95,0.2
M,3164,1027.98,1926.21,0.21
M,3165,3344.6,2021.63,0.02
M,3166,1283.6,650.87,0.05
M,3167,3681.96,3053.55,0.06
M,3168,3339.46,2352.26,0.08
M,3169,644.24,2952.66,0.13
M,3170,3250.2,1113.07,0.03
M,3171,1876.17,3037.86,0.09
M,3172,2608.63,4700.0,0.07
M,3173,914.19,3625.65,0.11
M,3174,3397.16,4116.23,0.05
M,3175,268.18,2775.57,0.01
M,3176,2162.31,4684.25,0.15
M,3177,3939.02,1591.19,0.05
M,3178,901.06,4901.82,0.02
M,3179,2326.07,3716.34,0.03
M,3180,524.72,1906.9,0.13
M,3181,1008.0,369.28,0.24
M,3182,1587.77,2149.29,0.24
M,3183,2998.32,415.38,0.09
M,3184,264.51,2369.11,0.09
M,3185,3859.06,1905.95,0.07
M,3186,2775.88,3005.76,0.08
M,3187,3129.17,4927.72,0.22
M,3188,2587.56,3848.45,0.05
M,3189,2136.02,4838.44,0.04
M,3190,3181.5,3396.49,0.02
M,3191,2465.79,1911.75,0.21
M,3192,1658.03,569.03,0.27
M,3193,4859.32,1599.35,0.02
M,3194,1711.85,2090.77,0.1
M,3195,2152.49,3437.64,0.04
M,3196,26.19,1927.9,0.27
M,3197,2427.94,1343.31,0.12
M,3198,105.06,1506.89,0.02
M,3199,1450.09,459.35,0.06
M,3200,1701.68,498.81,0.01
M,3201,3361.14,1028.05,0.2
M,3202,257.17,3362.23,0.03
M,3203,4999.69,4156.55,0.21
M,3204,1555.07,4011.3,0.05
M,3205,4003.63,2052.61,0.04
M,3206,2765.8,2487.62,0.08
M,3207,534.84,2128.23,0.06
M,3208,4441.1,4096.25,0.24
M,3209,3711.25,1018.74,0.01
M,3210,2289.96,1398.98,0.03
M,3211,3703.53,3173.75,0.43
M,3212,216.62,421.42,0.15
M,3213,1879.75,847.97,0.18
M,3214,577.81,1785.87,0.02
M,3215,4822.66,1080.67,0.04
M,3216,2398.36,1676.67,0.3
M,3217,3136.76,2682.69,0.15
M,3218,35.35,1437.74,0.04
M,3219,1654.58,3295.8,0.05
M,3220,569.34,702.77,0.2
M,3221,44.27,2700.55,0.03
M,3222,3087.14,99.88,0.11
M,3223,671.84,2538.57,0.01
M,3224,1393.06,299.71,0.13
M,3225,1902.2,1008.81,0.12
M,3226,2795.65,431.35,0.32
M,3227,3169.38,302.71,0.25
M,3228,1795.28,187.39,0.14
M,3229,811.43,4835.75,0.2
M,3230,1482.48,4151.72,0.27
M,3231,3578.74,4769.21,0.03
M,3232,4188.63,2922.96,0.22
M,3233,4654.24,1089.13,0.15
M,3234,4350.86,2852.15,0.01
M,3235,2092.89,3003.36,0.08
M,3236,2441.67,415.44,0.32
M,3237,449.41,1587.19,0.05
M,3238,1354.7,1002.97,0.2
M,3239,86.61,116.74,0.19
M,3240,4749.58,4341.18,0.03
M,3241,4454.91,278.11,0.03
M,3242,4883.67,3813.86,0.06
M,3243,3285.03,1967.02,0.17
M,3244,3507.29,2834.05,0.17
M,3245,887.41,4847.96,0.02
M,3246,626.31,1818.83,0.23
M,3247,1813.32,1417.62,0.05
M,3248,2124.03,275.07,0.2
M,3249,3511.92,164.18,0.22
M,3250,445.64,4582.7,0.09
M,3251,3187.71,3540.91,0.05
M,3252,3206.82,3898.84,0.15
M,3253,3567.14,2380.2,0.14
M,3254,4981.94,1582.19,0.16
M,3255,3948.0,792.31,0.01
M,3256,100.78,694.7,0.04
M,3257,86.17,2141.3,0.07
M,3258,4696.81,3300.63,0.04
M,3259,4885.54,374.78,0.2
M,3260,4637.93,2687.23,0.08
M,3261,2581.84,1516.81,0.06
M,3262,1964.74,2244.93,0.38
M,3263,2377.06,622.84,0.39
M,3264,3602.12,4031.79,0.11
M,3265,4463.16,1079.64,0.23
M,3266,2491.05,4922.42,0.06
M,3267,4671.1,166.88,0.02
M,3268,1153.47,914.0,0.06
M,3269,2071.28,984.83,0.02
M,3270,246.72,904.82,0.14
M,3271,1985.08,1925.1,0.13
M,3272,3886.05,95.1,0.03
M,3273,4747.17,4931.61,0.04
M,3274,1732.66,4672.03,0.27
M,3275,1720.81,3823.4,0.08
M,3276,389.53,3137.14,0.15
M,3277,526.25,2758.41,0.1
M,3278,2000.86,1670.9,0.2
M,3279,1576.18,961.89,0.07
M,3280,1521.78,2944.29,0.24
M,3281,3778.08,950.15,0.09
M,3282,2119.03,2868.37,0.11
M,3283,3301.25,178.36,0.05
M,3284,1023.6,4919.29,0.06
M,3285,987.83,3782.81,0.02
M,3286,1229.35,3900.71,0.05
M,3287,128.06,3733.11,0.03
M,3288,702.15,656.75,0.12
M,3289,2630.76,1869.63,0.09
M,3290,2497.76,2445.44,0.05
M,3291,3890.18,3930.09,0.28
M,3292,2310.98,639.76,0.54
M,3293,690.11,4353.91,0.39
M,3294,4396.17,1912.69,0.24
M,3295,3166.02,4482.57,0.08
M,3296,4337.82,1109.39,0.2
M,3297,4463.05,2302.42,0.34
M,3298,2126.74,1034.92,0.08
M,3299,4806.06,1017.69,0.01
M,3300,1793.85,4568.81,0.11
M,3301,3908.01,1813.36,0.14
M,3302,3684.2,2938.0,0.15
M,3303,2594.05,1488.81,0.05
M,3304,3009.08,1793.14,0.01
M,3305,2056.26,1344.11,0.36
M,3306,4040.15,4706.54,0.12
M,3307,3464.13,4076.34,0.54
M,3308,4054.11,4847.99,0.46
M,3309,3639.17,1479.27,0.21
M,3310,2178.25,3947.34,0.2
M,3311,782.19,4110.91,0.13
M,3312,1753.28,1505.26,0.35
M,3313,4444.98,119.95,0.07
M,3314,4437.67,2825.64,0.17
M,3315,1606.36,4667.23,0.06
M,3316,850.69,1613.07,0.17
M,3317,75.78,2928.95,0.16
M,3318,3537.43,2076.82,0.25
M,3319,245.89,4372.98,0.2
M,3320,3045.71,4201.3,0.53
M,3321,1344.83,2603.03,0.19
M,3322,4856.43,1821.91,0.15
M,3323,442.42,4631.28,0.27
M,3324,2645.26,386.71,0.03
M,3325,3248.31,2278.75,0.46
M,3326,2395.76,3326.79,0.02
M,3327,3839.43,2846.51,0.07
M,3328,3786.62,4797.1,0.09
M,3329,60.09,2178.95,0.15
M,3330,3493.02,2474.1,0.25
M,3331,2051.15,183.44,0.07
M,3332,186.78,2389.03,0.03
M,3333,493.42,2427.08,0.15
M,3334,4630.76,535.19,0.29
M,3335,538.91,1977.29,0.19
M,3336,4602.1,4266.19,0.08
M,3337,3433.56,2976.96,0.2
M,3338,2602.51,3179.16,0.02
M,3339,4254.49,4931.37,0.31
M,3340,1062.84,4813.7,0.05
M,3341,2474.69,4050.96,0.14
M,3342,4577.32,4327.61,0.33
M,3343,2271.47,2523.89,0.08
M,3344,2773.64,2229.28,0.11
M,3345,4142.32,3740.33,0.22
M,3346,2016.73,3066.94,0.07
M,3347,879.95,571.61,0.01
M,3348,2150.15,1161.39,0.1
M,3349,2416.25,2467.4,0.08
M,3350,1328.48,3015.34,0.14
M,3351,0.52,2110.07,0.2
M,3352,4847.8,1271.02,0.05
M,3353,2676.65,3129.56,0.22
M,3354,4893.23,862.47,0.09
M,3355,244.0,607.47,0.22
M,3356,542.62,128.72,0.46
M,3357,1116.11,3679.32,0.09
M,3358,4999.4,3000.19,0.08
M,3359,606.12,859.17,0.06
M,3360,117.56,2969.53,0.2
M,3361,4653.44,2401.48,0.05
M,3362,1392.86,1798.58,0.16
M,3363,4960.57,1535.16,0.21
M,3364,3386.24,2861.95,0.22
M,3365,826.81,1441.12,0.12
M,3366,762.91,1787.09,0.12
M,3367,3602.88,3047.5,0.51
M,3368,4813.18,364.62,0.02
M,3369,4203.15,3306.31,0.19
M,3370,1650.96,4141.91,0.07
M,3371,2630.66,1911.17,0.21
M,3372,1985.28,3534.86,0.08
M,3373,3197.71,1888.01,0.21
M,3374,1950.83,2200.63,0.08
M,3375,572.21,4149.96,0.03
M,3376,555.27,1557.08,0.24
M,3377,2349.83,3358.95,0.11
M,3378,3361.9,2599.03,0.01
M,3379,717.21,3049.23,0.03
M,3380,1310.45,1141.49,0.02
M,3381,4743.33,2031.29,0.02
M,3382,35.66,3802.88,0.03
M,3383,4844.56,3755.53,0.17
M,3384,1525.84,3068.61,0.06
M,3385,3866.14,4634.78,0.32
M,3386,3797.04,2299.82,0.2
M,3387,4208.21,975.65,0.1
M,3388,338.88,2742.27,0.02
M,3389,416.21,2858.01,0.3
M,3390,3600.86,3072.56,0.11
M,3391,4584.33,1185.6,0.2
M,3392,2289.73,1676.85,0.19
M,3393,885.85,4205.83,0.27
M,3394,4437.26,243.93,0.27
M,3395,4685.6,2214.15,0.23
M,3396,4647.41,1153.93,0.03
M,3397,1995.85,509.47,0.01
M,3398,4398.58,599.37,0.2
M,3399,1875.5,3182.39,0.05
M,3400,3690.3,4442.19,0.46
M,3401,362.17,3882.22,0.34
M,3402,3334.49,937.43,0.05
M,3403,352.92,3255.45,0.22
M,3404,2348.87,1374.18,0.08
M,3405,3020.07,619.63,0.02
M,3406,2182.83,2859.2,0.07
M,3407,4448.36,3237.89,0.08
M,3408,1557.16,3557.72,0.38
M,3409,4741.56,3358.81,0.01
M,3410,2917.03,638.72,0.02
M,3411,4318.27,1281.91,0.2
M,3412,3383.01,1651.99,0.06
M,3413,4987.37,2643.11,0.32
M,3414,303.96,3698.74,0.17
M,3415,1577.08,4739.51,0.07
M,3416,866.77,2233.82,0.03
M,3417,4167.71,4158.67,0.07
M,3418,2710.39,702.11,0.05
M,3419,2851.11,1352.3,0.11
M,3420,1323.93,2630.4,0.38
M,3421,1856.97,3063.08,0.05
M,3422,2223.86,4065.97,0.12
M,3423,31.32,1788.21,0.06
M,3424,1705.56,3757.96,0.2
M,3425,3952.31,840.86,0.01
M,3426,857.81,3516.69,0.17
M,3427,265.36,3051.58,0.07
M,3428,123.92,4080.26,0.31
M,3429,499.21,1682.5,0.1
M,3430,950.06,2709.81,0.08
M,3431,2951.49,3650.13,0.1
M,3432,4797.1,3280.56,0.08
M,3433,4752.85,4949.01,0.11
M,3434,3691.49,289.69,0.09
M,3435,527.5,855.05,0.34
M,3436,706.61,3389.25,0.23
M,3437,2034.88,286.64,0.2
M,3438,3781.75,1255.19,0.14
M,3439,4058.05,4317.04,0.3
M,3440,1620.67,3199.16,0.11
M,3441,937.54,1546.0,0.2
M,3442,4746.42,736.22,0.16
M,3443,3881.7,2350.08,0.1
M,3444,1968.46,1116.13,0.03
M,3445,4034.76,3630.13,0.14
M,3446,202.9,1168.61,0.26
M,3447,402.24,3614.12,0.14
M,3448,4678.9,3206.84,0.02
M,3449,3265.97,3943.29,0.2
M,3450,4313.12,82.31,0.03
M,3451,3096.72,1415.87,0.16
M,3452,3230.46,3097.27,0.26
M,3453,134.24,2468.56,0.19
M,3454,1481.81,4978.72,0.07
M,3455,4269.82,3868.72,0.02
M,3456,22.21,1182.16,0.09
M,3457,61.83,2750.9,0.05
M,3458,1772.27,1405.49,0.04
M,3459,3903.7,4060.88,0.24
M,3460,4398.86,2402.77,0.09
M,3461,2980.55,2575.35,0.13
M,3462,1254.94,1897.38,0.52
M,3463,652.15,4538.0,0.1
M,3464,2987.01,3420.76,0.05
M,3465,607.73,574.92,0.16
M,3466,2989.22,114.75,0.06
M,3467,3.92,1538.36,0.15
M,3468,102.43,4521.67,0.04
M,3469,3315.54,1649.16,0.07
M,3470,601.98,1413.14,0.04
M,3471,868.27,1989.74,0.16
M,3472,1846.31,166.03,0.13
M,3473,3607.91,4020.74,0.1
M,3474,1106.78,2651.34,0.15
M,3475,1841.85,3273.41,0.09
M,3476,4303.13,4205.09,0.2
M,3477,4544.43,1910.35,0.03
M,3478,2101.76,521.37,0.35
M,3479,160.94,1333.08,0.2
M,3480,2445.12,596.25,0.17
M,3481,4481.55,3061.05,0.1
M,3482,4370.99,3694.91,0.18
M,3483,879.5,4907.46,0.11
M,3484,1178.24,3523.47,0.18
M,3485,2648.47,2250.6,0.03
M,3486,3089.95,2254.55,0.12
M,3487,3458.91,2985.72,0.1
M,3488,1534.5,990.82,0.2
M,3489,729.04,1088.9,0.2
M,3490,3289.46,1631.41,0.2
M,3491,3431.22,335.66,0.2
M,3492,1578.91,2334.32,0.03
M,3493,1271.78,3784.13,0.09
M,3494,570.32,3093.58,0.04
M,3495,4436.6,4581.06,0.04
M,3496,4360.73,1982.46,0.13
M,3497,4204.04,5.73,0.24
M,3498,1931.59,2807.21,0.08
M,3499,2618.75,3151.41,0.42
M,3500,4286.53,3700.45,0.1
M,3501,2842.5,2583.32,0.05
M,3502,2.88,4591.25,0.02
M,3503,183.46,2048.59,0.36
M,3504,746.18,1558.71,0.09
M,3505,375.84,1110.94,0.01
M,3506,4792.33,4072.03,0.02
M,3507,3043.62,813.72,0.15
M,3508,2165.03,4145.89,0.03
M,3509,1482.15,2036.66,0.06
M,3510,2423.12,2095.37,0.07
M,3511,4337.14,3084.66,0.4
M,3512,4086.87,3067.4,0.15
M,3513,2889.86,1107.49,0.05
M,3514,3050.51,3453.18,0.03
M,3515,1054.13,3727.29,0.47
M,3516,3372.07,2577.64,0.09
M,3517,1802.38,4589.01,0.21
M,3518,3788.91,847.9,0.07
M,3519,332.79,1987.66,0.18
M,3520,2150.86,4223.19,0.02
M,3521,3037.95,4011.62,0.17
M,3522,2717.73,3325.66,0.01
M,3523,4788.74,288.7,0.46
M,3524,3938.84,3390.32,0.11
M,3525,2840.7,2785.7,0.48
M,3526,1325.07,582.09,0.04
M,3527,728.28,2191.16,0.18
M,3528,4363.32,4757.84,0.02
M,3529,3496.45,1935.47,0.31
M,3530,1701.39,4075.97,0.29
M,3531,3998.08,2293.01,0.02
M,3532,504.57,1648.55,0.1
M,3533,2738.88,2214.69,0.03
M,3534,2269.66,3454.61,0.04
M,3535,2024.81,1317.13,0.2
M,3536,3813.1,4494.49,0.12
M,3537,4885.8,3199.93,0.01
M,3538,4057.42,325.52,0.03
M,3539,366.93,761.21,0.09
M,3540,3278.66,2601.16,0.22
M,3541,2168.65,4660.19,0.03
M,3542,612.48,3268.43,0.2
M,3543,2402.22,2789.98,0.12
M,3544,1849.36,4611.22,0.17
M,3545,225.69,4031.07,0.04
M,3546,2351.45,3397.31,0.28
M,3547,286.27,3074.89,0.07
M,3548,225.11,744.94,0.22
M,3549,3507.04,1069.18,0.18
M,3550,586.78,2574.05,0.2
M,3551,3019.04,484.23,0.1
M,3552,1365.51,1523.57,0.06
M,3553,3972.6,1830.58,0.28
M,3554,696.28,2528.35,0.03
M,3555,3133.74,4037.8,0.2
M,3556,4390.91,2735.24,0.05
M,3557,3656.81,4100.22,0.15
M,3558,1907.32,4337.89,0.37
M,3559,1680.53,2236.14,0.23
M,3560,4246.33,4948.9,0.02
M,3561,365.33,2658.44,0.2
M,3562,3228.92,2993.74,0.25
M,3563,3965.68,415.78,0.09
M,3564,4208.22,1810.91,0.08
M,3565,2974.82,3312.48,0.29
M,3566,1818.48,4297.74,0.35
M,3567,174.43,704.61,0.15
M,3568,4582.12,1684.42,0.13
M,3569,3294.67,4088.9,0.12
M,3570,4295.83,571.65,0.12
M,3571,2093.69,4321.01,0.19
M,3572,1477.48,1187.89,0.05
M,3573,4640.16,4616.21,0.02
M,3574,4740.5,1186.04,0.2
N,1,1398.6,3480.16,0.14
N,2,1405.42,3569.95,0.03
N,3,3739.16,4677.19,0.3
N,4,2376.0,3314.72,0.03
N,5,1492.66,1580.62,0.09
N,6,4193.85,3371.22,0.15
N,7,4080.42,3352.05,0.04
N,8,3962.67,1319.04,0.05
N,9,612.85,2824.23,0.04
N,10,1294.88,426.95,0.12
N,11,2084.2,2921.6,0.04
N,12,4750.8,3485.75,0.06
N,13,1546.11,4396.77,0.05
N,14,2513.55,441.6,0.37
N,15,4199.63,1860.96,0.1
N,16,1456.0,2962.11,0.27
N,17,3547.32,404.61,0.11
N,18,3665.33,347.63,0.25
N,19,2892.58,2374.22,0.2
N,20,1957.43,709.24,0.09
N,21,345.55,4892.88,0.12
N,22,582.0,3240.74,0.05
N,23,789.64,1884.18,0.16
N,24,1460.11,3219.34,0.04
N,25,4676.35,2888.73,0.38
N,26,4117.69,8.83,0.2
N,27,2958.59,905.69,0.06
N,28,1477.01,2158.82,0.32
N,29,3855.84,3749.76,0.2
N,30,2992.81,561.53,0.08
N,31,2584.36,2060.42,0.25
N,32,1200.15,2018.63,0.31
N,33,4785.56,2031.29,0.21
N,34,3993.25,917.34,0.09
N,35,1093.3,183.89,0.12
N,36,986.87,3939.94,0.1
N,37,3706.71,3664.19,0.2
N,38,3939.45,4190.07,0.02
N,39,2176.36,1150.19,0.21
N,40,88.79,4650.79,0.21
N,41,4040.39,4027.67,0.19
N,42,1796.49,2313.49,0.12
N,43,2877.47,4336.75,0.06
N,44,2803.39,4429.32,0.38
N,45,4850.91,2052.41,0.04
N,46,1576.54,1495.98,0.15
N,47,2828.61,1145.11,0.01
N,48,1213.85,3899.55,0.11
N,49,2215.72,4843.21,0.08
N,50,399.61,1588.03,0.1
N,51,3370.08,3661.06,0.04
N,52,2796.33,401.42,0.16
N,53,3403.62,4350.14,0.14
N,54,2041.53,3738.04,0.11
N,55,1490.85,591.86,0.08
N,56,1116.49,4571.56,0.02
N,57,2572.51,3950.41,0.53
N,58,1766.14,141.07,0.05
N,59,3700.97,1918.52,0.12
N,60,4244.7,631.66,0.1
N,61,3825.37,4909.8,0.15
N,62,121.66,839.64,0.28
N,63,2664.66,4822.02,0.07
N,64,1477.66,515.26,0.19
N,65,2956.46,4442.44,0.42
N,66,1950.62,3824.27,0.06
N,67,1468.2,4128.97,0.12
N,68,4956.78,3458.79,0.04
N,69,519.84,2132.21,0.02
N,70,4205.87,2755.67,0.2
N,71,289.93,482.45,0.03
N,72,4696.4,1737.19,0.19
N,73,4943.2,3913.46,0.02
N,74,591.56,1451.23,0.05
N,75,4356.33,2641.48,0.04
N,76,2597.6,2806.73,0.11
N,77,799.97,1459.2,0.05
N,78,4858.9,289.04,0.03
N,79,4351.4,4642.78,0.01
N,80,4581.22,1816.87,0.01
N,81,3908.6,1466.21,0.07
N,82,3427.76,3071.47,0.21
N,83,4544.45,2533.77,0.13
